x_end,y_end,z_end,deg1,deg2,deg3,deg4,timestamps
389.38663559848936,179.13942371237016,-80.64187863082694,42.91547425088513,0.0,47.93045481873485,-40.538299670962104,0.0
407.05530872280417,178.93213199735945,-121.68527682773401,41.825573075785115,0.0,48.87163321675465,-44.520748047767434,0.010101010101010102
421.31535598235894,169.11047388311002,-147.11252170001563,40.21196165827372,0.0,50.033708906908664,-47.54129907014733,0.020202020202020204
431.46608822628116,158.11322420064397,-162.4460813186027,39.1000194182356,0.0,50.92773873633422,-49.615192250733074,0.030303030303030304
437.79882824929905,151.08043510830416,-170.54638088503486,38.61354916781286,0.0,51.43508113506048,-50.83541390627778,0.04040404040404041
441.5306897095112,149.82653389033612,-172.71570394412115,38.60945695208634,0.0,51.72578968045815,-51.37937989807601,0.05050505050505051
443.438311725159,150.56068965984724,-173.10916976598804,39.07740910965866,0.0,51.95420295832409,-51.399982688393706,0.06060606060606061
444.43077925299417,152.15314699729976,-174.65996788936806,39.747553438507694,0.0,52.12272573023423,-51.476650239664615,0.07070707070707072
445.16030969855734,156.79703455688647,-176.48111069446455,40.43384697779234,0.0,52.317109272745995,-51.49402203790501,0.08080808080808081
448.1176446194385,161.5493905368057,-177.88721955717273,40.892888704958104,0.0,52.43681840720401,-51.40775285782219,0.09090909090909091
452.0171125793316,167.2484837459546,-178.09853794970815,41.030816560540885,0.0,52.451274990436325,-51.25865356897753,0.10101010101010102
455.17789803441633,173.64114396281968,-176.14643591207542,41.20004599021153,0.0,52.47685672907705,-51.02123936894072,0.11111111111111112
458.2156101532528,180.78140980408656,-172.21995796717877,41.18402013621328,0.0,52.720292026143646,-50.52875610639934,0.12121212121212122
462.17293705694067,189.2617476268521,-166.92248217778516,41.10063581651508,0.0,53.12028784382925,-49.80763419874245,0.13131313131313133
466.26246363777005,200.88725104429471,-160.52336410754054,41.22648522409532,0.0,53.37427364527776,-49.172070991235145,0.14141414141414144
468.6105344749232,212.42196420377036,-155.531680852877,41.42009851586431,0.0,53.39473439180103,-48.6348968492748,0.15151515151515152
471.0095349970448,223.53423032780873,-150.29268065449543,41.403877875712986,0.0,53.383327992817755,-48.11367692892618,0.16161616161616163
474.2840690487696,232.7826973864496,-141.1865709817848,41.737662842530206,0.0,53.35748012329754,-47.64770133436978,0.17171717171717174
477.52687400228433,240.38843335400168,-129.19652985025334,42.02494334666336,0.0,53.41044975197721,-47.12741293215583,0.18181818181818182
479.0161208905035,243.81647197125764,-114.87863409256074,42.05228946977047,0.0,53.65896475770074,-46.21790952569526,0.19191919191919193
479.04929021642295,247.21121235569427,-97.98367942077871,42.033748948476905,0.0,54.054387326325575,-45.06238298873711,0.20202020202020204
478.07700424677074,251.57377419909096,-80.88975161929812,42.24330496273201,0.0,54.50888284094677,-43.85390849862808,0.21212121212121213
477.08581896248296,257.9657741322314,-64.49646426642114,42.78463225966868,0.0,54.948740419991175,-42.838710770449964,0.22222222222222224
475.2020599033977,264.7652762639002,-50.120475198484286,43.348868748566105,0.0,55.33393574847415,-41.878226622637754,0.23232323232323235
473.9012403577909,271.29338434325336,-35.89364780887325,43.85238876017471,0.0,55.69120502752197,-40.82740604381941,0.24242424242424243
473.74164696176865,279.31677343723766,-20.828818203584817,44.235712124187884,0.0,56.11862817569541,-39.51350524786049,0.25252525252525254
471.9836432956355,285.18858441058904,-4.2894220719402085,44.55639888020117,0.0,56.550304257508195,-38.00394106241322,0.26262626262626265
467.498539069359,285.18651136885705,12.47140818947993,44.579576725904964,0.0,56.90406223079693,-36.59673095621963,0.27272727272727276
460.8935886611648,280.89565384632795,27.889481263962352,44.45226142453445,0.0,57.256774110684006,-35.38249678573126,0.2828282828282829
453.37356459426405,273.680471964491,41.71929804640513,44.14458438448959,0.0,57.58956229763704,-34.10582355238081,0.29292929292929293
445.38195045569256,264.03825654188944,53.13297205837094,43.789777810801375,0.0,57.92770332757068,-32.7996332610425,0.30303030303030304
437.8102104570636,257.6602596069864,64.29358154864141,43.453617379308874,0.0,58.250177284232876,-31.490820960426795,0.31313131313131315
430.6927263608887,254.74955951713804,74.73454081030977,43.31357491159623,0.0,58.307425648714705,-30.331189710235364,0.32323232323232326
424.01192151063276,256.7577090629422,84.61087939782291,43.470645443413865,0.0,58.146086936141586,-29.39321861337085,0.33333333333333337
417.99073360317954,262.21111443557885,93.36351569822045,43.5604606316126,0.0,57.92752787286342,-28.67646390181146,0.3434343434343435
412.45218914766167,266.3857769723779,102.49109725293752,43.49579747969036,0.0,57.92823337771571,-28.10851075417233,0.3535353535353536
407.16511506349474,268.2616006764754,110.30934311833195,43.340101421378385,0.0,58.05407863509744,-27.503203278234267,0.36363636363636365
401.9499899059429,271.2169010632009,118.81922311130418,43.37422776036695,0.0,58.118985081507745,-26.528092124796714,0.37373737373737376
396.6627881485288,272.790897864365,125.54152615456746,43.48399694935302,0.0,57.96635865351594,-25.485694010698722,0.38383838383838387
392.7189266391137,270.08627606245585,128.74451502343157,43.55460144462515,0.0,57.60552425276943,-24.739663014906615,0.393939393939394
389.0117529597518,266.40760370984407,130.30653028038967,43.17368188557548,0.0,57.101559357157846,-24.17085503585576,0.4040404040404041
384.1783708113211,261.3702219332397,132.06354615501175,42.39909585435255,0.0,56.52036932539542,-23.67541820673481,0.4141414141414142
379.3777501692289,255.35701057733098,132.9883341248546,41.485506438371836,0.0,56.19325687706073,-23.135239185755285,0.42424242424242425
374.53970013991864,247.25237419392948,132.744337409903,40.20178694627787,0.0,56.00232676974283,-22.81211516761483,0.43434343434343436
370.17576149928317,238.37363612148982,131.52187302009247,38.60624188351721,0.0,55.69962095583304,-22.604127242018862,0.4444444444444445
365.28613331513014,225.93770295196612,129.238026128193,37.32261868745636,0.0,55.248646330631395,-22.38164665353096,0.4545454545454546
358.6450743407932,212.89967574114814,125.59268227185768,36.0966385406095,0.0,54.799636355828234,-22.323586910035086,0.4646464646464647
351.79534400680615,196.1366417017001,121.73822281566288,34.985675350872675,0.0,54.14518440012593,-22.727482346870286,0.4747474747474748
344.59694630133527,179.06406914374142,117.63091270113935,33.995508830532614,0.0,53.34317503562128,-23.46450039722372,0.48484848484848486
337.83243556357127,166.8687657882349,112.61861836451993,33.22275144878928,0.0,52.49424075198379,-24.57048082661603,0.494949494949495
333.5866479503227,159.23900545964995,105.104785615141,32.82503079172788,0.0,51.67562437827596,-25.965068354599076,0.5050505050505051
